,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
14778,PTN LT 7 PL BCP3807,BCP4891,7802-0117,Public Access,E2003-0125,Municipal Right of Way,Registered,0,2004
14779,PTN LT 1 PL 5568 (LT 5 PL 86780),86132,7888-0457,Public Access,E1990-0443,Municipal Right of Way,Registered,0,1990
14780,PTNS W 208.55 FT LT 4 PL 1359 (PL 54007),53729,9147,Multiple Facilities,E1977-1189,Municipal Right of Way,Registered,1.524,1977
14781,PTN LT 10 BLK L PL 469,53002,4515,Sanitary,E1977-0591,Municipal Right of Way,Registered,1.524,1977
14782,PTN LT 10 PL 18236 (LTS 39 & 40 PL84729),83541,7888-0136,Multiple Facilities,E1989-0502,Municipal Right of Way,Registered,6,1989
14783,"PTN LT 16 PL 8123 (LTS 2,3 PL LMP19230)",LMP17758,7892-0640,Public Access,E1994-0174,Municipal Right of Way,Registered,1,1994
14784,PTN LT 25 PL 9117,LMP6163,1792-2102,Public Access,E1992-0180,Municipal Right of Way,Registered,2.134,1993
14785,PTN LT 1 PL BCP24641,EPP15684,7811-0154-00,Multiple Facilities,E2011-0385,Municipal Right of Way,Registered,VAR,2011
14786,PTN LT 1 PL 63137,EPP15859,4811-1051,Drainage,E2011-0384,Municipal Right of Way,Registered,3.0,2011
14787,PT LT1 SEC35 B5N R2W NWD PL BCP19643,BCP29665,5400-60,Multiple Facilities,E2007-1049,Municipal Right of Way,Registered,VAR,2007
14788,PTN LT 52 PL 65654,EPP16394,7811-0079-00,Multiple Facilities,E2011-0433,Municipal Right of Way,Registered,0.5,2011
14789,PTN LT 52 PL 65654,EPP16394,7811-0079-00,Multiple Facilities,E2011-0434,Municipal Right of Way,Registered,0.5,2011
14790,PTN LT 52 PL 65654,EPP16394,7811-0079-00,Multiple Facilities,E2011-0435,Municipal Right of Way,Registered,0.5,2011
14791,PTN LT B PL 17859,BCP49617,7808-0254-00,Passage,E2011-0444,Municipal Right of Way,Registered,6.0,2011
14792,PTN S 189 FT LT 7 PL 7582,BCP49617,7808-0254-00,Passage,E2011-0445,Municipal Right of Way,Registered,VAR,2011
14793,PTN LT 41 PL 21036 (GVWD),50807,2054-002,Water,E1986-0159,Municipal Right of Way,Registered,6.096,1977
14794,PTN LT 17 PL 15760,BCP49375,7804-0099-00,Multiple Facilities,E2011-0405,Municipal Right of Way,Registered,0.5,2011
14795,PTN LT 49 PL 2824,BCP31537,7807-0228-00,Multiple Facilities,E2007-0959,Municipal Right of Way,Registered,3.0,2007
14796,"PTN LOT 49, PL 2824",BCP46980,7807-0228-00,Passage,E2011-0008,Municipal Right of Way,Registered,5.44m,2011
14797,PTN LT 53 PL 43416,BCP35472,7804-0325-00,Multiple Facilities,E2008-0097,Municipal Right of Way,Registered,12.0,2008
14798,PTN LT 40 PL 24938,50181,4266,Water,E1976-0120,Municipal Right of Way,Registered,6.096,1976
14799,PTN LT B PL 68607 (G.V.W.D.),51033,2054-002,Water,E1986-0087,Municipal Right of Way,Registered,6.096,1977
14800,PTN LT 1 PL BCP49638,BCP49639,7811-0008-00,Drainage,E2011-0388,Municipal Right of Way,Registered,VAR,2011
14801,PTN LT 2 PL BCP49638,BCP49639,7811-0008-00,Drainage,E2011-0389,Municipal Right of Way,Registered,VAR,2011
14802,PTN LT 2 PL BCP49638,BCP49639,7811-0008-00,Drainage,E2011-0390,Municipal Right of Way,Registered,VAR,2011
14803,PTN LT A PL 17859,BCP49692,7808-0254-00,Multiple Facilities,E2011-0468,Municipal Right of Way,Registered,0.5,2011
14804,PTN LT C PL 18391 (GVWD),51197,2054-002,Water,E1986-1053,Municipal Right of Way,Registered,6.096,1977
14805,PTN LT 45 PL 21036 (GVWD),50807,2054-002,Water,E1986-0155,Municipal Right of Way,Registered,6.096,1977
14806,S 8 FT LT 385 PL 63042,,2054-002,Drainage,E1986-0127,Municipal Right of Way,Registered,2.438,1953
14807,PTN LT 8 PL 4217 (LT 68 PL LMP10675),LMP9441,7891-0032,Multiple Facilities,E1993-0114,Municipal Right of Way,Registered,3,1993
14808,PTN LT 43 PL 1062 (LT 16 PL 76848),73963,7886-4430,Multiple Facilities,E1987-0050,Municipal Right of Way,Registered,3,1987
14809,PTN LT 1 LMP49753,LMP49754,1798-851,Water,E2001-0026,Municipal Right of Way,Registered,6.5,2001
14810,PTN LT 11 PL 8026,52942,4515,Sanitary,E1977-0450,Municipal Right of Way,Registered,1.524,1977
14811,S 8 FT LT 209 PL 36718,36758,,Drainage,E069-0149,Municipal Right of Way,Registered,2.438,1970
14812,PTN LT A PL 82313 (LT 42 PL 82314),80878,7888-0109,Sanitary,E1989-0100,Municipal Right of Way,Registered,3,1989
14813,PTN LT B PL PCL BK 12/704/6798F(LMP52454,LMP51176,7896-0294,Drainage,E2001-0251,Municipal Right of Way,Registered,0,2001
14814,PTN LT 3 PL 4483 (LTS A & B PL LMP51095),LMP48986,7800-0159,Multiple Facilities,E2001-0067,Municipal Right of Way,Registered,7,2001
14815,PTN LT 248 PL 66983 (LT 4 PL 68604),67979,7883-440,Multiple Facilities,E1984-0143,Municipal Right of Way,Partial Release,0,1984
14816,"PTN LT 185 PL 55241 (LT 186,195 PL57472)",57358,9420,Multiple Facilities,E1979-0143,Municipal Right of Way,Registered,0,1979
14817,PTN LT 106 PL BCP14927,BCP18678,7802-0358,Multiple Facilities,E2004-0551,Municipal Right of Way,Registered,0.5,2005
14818,PTN LT 102 PL 56455,56502,9301,Sanitary,E1979-0035,Municipal Right of Way,Registered,1.5,1979
14819,PTN Rem B PL 4959,57810,0508,Sanitary,E1979-0163,Municipal Right of Way,Registered,2,1979
14820,PTN LT A EP7022 (LTS 276 & 279 PL 65473),49885,4151,Sanitary,E1975-0420,Municipal Right of Way,Registered,0,1976
14821,S 10 FT LT 92 PL 36477,36929,1907,Multiple Facilities,E1970-0013,Municipal Right of Way,Registered,3.048,1970
14822,"PTN W 1/2 LT 12 PL1155(LT 24,25 PL82688)",81745,7888-0390,Multiple Facilities,E1989-0249,Municipal Right of Way,Registered,6,1989
14823,PTN LT 8 BLK 5 PL 1755,52777,4515,Sanitary,E1977-0361,Municipal Right of Way,Registered,1.524,1977
14824,PTN LT 3 PL 7317 (LT 214 PL 67382),66936,7882-212,Drainage,E1983-0316,Municipal Right of Way,Registered,3,1983
14825,E 10 FT LT 39 PL 19521,,,Drainage,E068-0004,Municipal Right of Way,Registered,3.048,1968
14826,PTN (10 FT WIDE) LT 93 PL 52211,22759,2054-002,Multiple Facilities,E1986-0424,Municipal Right of Way,Registered,3.048,1961
14827,PTN LT 8 BLK 1 PL 1698 (LT E RP60083),57132,4068,Drainage,E1975-0081,Municipal Right of Way,Registered,20.117,1977
14828,"PTN LTS 1, 6 & 7 PL BCP7857",BCP6796,5350-001,Water,E2005-0030,Municipal Right of Way,Registered,0,2003
14829,PTN N 1/2 L8 NW 1/4 SEC 33 TP 2 PL6829,23048,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,1960
14830,PTN LT 10 PL 1743 (LT 8 PL LMP14824),LMP12672,7893-0050,Drainage,E1993-0384,Municipal Right of Way,Registered,3,1993
14831,PTN LT 1 PL 72410 (LT 7 PL LMP50893),LMP50476,7801-0028,Multiple Facilities,E2001-0196,Municipal Right of Way,Registered,1,2001
14832,PTN L 4 PL5601,53762,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1977
14833,PTN LT 185 PL 55796,56084,9273,Sanitary,E1978-0520,Municipal Right of Way,Registered,0,1979
14834,PTN LT 2 LMS4513,BCP6561,3801-6320,Public Access,E2003-0210,Municipal Right of Way,Registered,0,2003
14835,PTN LT 3 PL 18672,LMP45205,2152-0640,Sanitary,E2000-0015,Municipal Right of Way,Registered,3,2000
14836,PTN S 1/2 LT 4 PL 3974 (BCP13045),BCP10360,7803-0073,Multiple Facilities,E2004-0118,Municipal Right of Way,Registered,1,2004
14837,PTN LT 1 PL LMP51097,LMP51337,7801-0119,Multiple Facilities,E2002-0365,Municipal Right of Way,Registered,0,2001
14838,PTN LT 12 PL 2163 (LT 146 PL 53549),53093,4397,Multiple Facilities,E1977-1069,Municipal Right of Way,Registered,2.134,1977
14839,S 8 FT LT 3 PL 14451,,2054-002,Multiple Facilities,E1986-0184,Municipal Right of Way,Registered,2.438,1961
14840,PTN LT 14 PL 3981,BCP15935,7803-0054,Multiple Facilities,E2005-0090,Municipal Right of Way,Registered,0,2005
14841,PTN LT 10 PL 48085 (LTS 4 & 5 PL 83789),82312,7887-1010,Public Access,E1989-0333,Municipal Right of Way,Registered,3,1989
14842,PTN L 2 PL16794,LMP30984,4896-602,Multiple Facilities,E1996-0121,Municipal Right of Way,Registered,VAR,1996
14843,PTN LT 30 PL 54088 (LTS 1 & 2 PL 84789),62666,A358,Drainage,E1981-0290,Municipal Right of Way,Registered,1.5,1981
14844,PTN W 674 FT E 20 CH NE 1/4 (LMP33300),53359,4227,Sanitary,E1976-0148,Municipal Right of Way,Registered,0,1977
14845,PTN LT A PL 5021 (LT 51-52 PL 45601),39982,1342,Multiple Facilities,E1971-0132,Municipal Right of Way,Registered,4.877,1971
14846,PTN N 1.65m LT 187 PL 51409,74754,4269,Sanitary,E1987-0001,Municipal Right of Way,Registered,1.65,1987
14847,PTN LT 4 PL 83184,84056,0546-501,Water,E1989-0162,Municipal Right of Way,Registered,4,1990
14848,PTN LT 67 PL 82280,82281,7888-0020,Multiple Facilities,E1989-0318,Municipal Right of Way,Registered,3,1989
14849,PTN N 1/2 S 1/2 LS 15 (LMP34428),LMP32647,7894-0322,Multiple Facilities,E1997-0124,Municipal Right of Way,Registered,2,1997
14850,PTN W 10 FT LT 128 PL 34425,34561,,Sanitary,E068-0116,Municipal Right of Way,Registered,3.048,1968
14851,PTN LT A PL LMP40631 (LMP46878),LMP46305,7895-0288,Multiple Facilities,E2000-0144,Municipal Right of Way,Registered,0,2000
14852,PTN LT 97 PL 39724,LMP25373,5350-001,Sanitary,E1996-0003,Municipal Right of Way,Registered,0,1996
14853,PTN LT 1 PL 6992 (NW2502),53926,9157,Public Access,E1977-1211,Municipal Right of Way,Registered,0,1978
14854,PTN LT A (L10223E) PL 9014,80943,7888-0035,Multiple Facilities,E1989-0114,Municipal Right of Way,Registered,0,1989
14855,PTN N 10 FT LT 17 PL 16789,,0214,Sanitary,E1970-0118,Municipal Right of Way,Registered,3.048,1971
14856,PTN LT 49 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0286,Municipal Right of Way,Registered,0,2002
14857,NE 10 FT LT 64 PL 19777,,2054-002,Multiple Facilities,E1986-0986,Municipal Right of Way,Registered,3.048,1959
14858,PTN LT 2 PL 4217 (PL 50647),48608,3638,Public Access,E1975-0311,Municipal Right of Way,Registered,0,1975
14859,PTN S 1.5m LT 349 PL 57021,57669,9486,Sanitary,E1979-0190,Municipal Right of Way,Registered,1.5,1979
14860,PTN N 10 FT LT 6 PL 16581,,4009,Sanitary,E1975-0013,Municipal Right of Way,Registered,3.048,1975
14861,PTN N 10 FT LT 20 PL 11160,,2789,Sanitary,E1971-0213,Municipal Right of Way,Registered,3.048,1972
14862,PTN LT B PL 17859,BCP49692,7808-0254-00,Multiple Facilities,E2011-0469,Municipal Right of Way,Registered,0.5,2011
14863,PTN LT 49 PL 1151,EC-084-073,4811-405,Drainage,E2012-0057,Municipal Right of Way,Registered,VAR,2013
14864,PTN NW 1/4 OF SE 1/4,LMP9189,4891-1203,Drainage,E1992-0274,Municipal Right of Way,Registered,5,1993
14865,PTN LT C PL 15914,EPP41720,7810-0256-00,Drainage,E2014-0335,Municipal Right of Way,Registered,VAR,2014
14866,PTN LT 4 PL 9224,EPP41720,7810-0256-00,Drainage,E2014-0334,Municipal Right of Way,Registered,VAR,2014
14867,PTN LT 1 PL LMP21759,EC-105-074,1707-327,Drainage,E2008-0032,Municipal Right of Way,Registered,12.0,2008
14868,PTN LT 8 PL5880,LMP5881,7889-0586,Water,E1992-0215,Municipal Right of Way,Registered,VAR,1992
14869,PTN LT 93 PL 40892,EPP16743,1210-506,Multiple Facilities,E2011-0088,Municipal Right of Way,Registered,9.5,2011
14870,PTN LT 1 PL BCP14466,EPP16934,7811-0159-00,Passage,E2012-0001,Municipal Right of Way,Registered,1.5,2012
14871,PTN LT 3 PL3270,79658,5350-001,Water,E1992-0514,Municipal Right of Way,Registered,VAR,1992
14872,PTN LT 28 PL 50103,BCP50119,7811-0144-00,Multiple Facilities,E2012-0047,Municipal Right of Way,Registered,0.5,2012
14873,PTN LT 45 PL 1151,EC-084-073,4811-405,Drainage,E2012-0056,Municipal Right of Way,Registered,VAR,2013
14874,PTN LT 45 PL 1151,EC-084-073,4811-405,Multiple Facilities,E2012-0072,Municipal Right of Way,Registered,VAR,2013
14875,PTN LT C PL EPP32502,EPP41720,7810-0256-00,Drainage,E2014-0333,Municipal Right of Way,Registered,VAR,2014
14876,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0460,Municipal Right of Way,Registered,0.5,2011
14877,PTN LT 3 PL 7987,BCP40491,5400-60,Multiple Facilities,E2012-0061,Municipal Right of Way,Registered,15.0,2009
14878,PTN LT 76 PL45512,42965,,Sanitary,E1974-0351,Municipal Right of Way,Registered,VAR,1974
14879,PTN LT 26 BK 4 PL 480,52945,4515,Sanitary,E1977-0529,Municipal Right of Way,Registered,1.524,1977
14880,PTN W 1/2 LT 22 PL 1362 (LT 1 PL LMP2128,LMP404,7889-0341,Public Access,E1991-0164,Municipal Right of Way,Registered,7.5,1991
14881,PTN LT 180 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0289,Municipal Right of Way,Registered,0.5,2003
14882,PTN N 1/2 LT 1 PL 8961(LT 23 PL LMP8357),LMP6681,7892-0044,Multiple Facilities,E1992-0431,Municipal Right of Way,Registered,1.308,1992
14883,PTN LOT 215 PLAN 47444,47445,2224,Public Access,E1974-0427,Municipal Right of Way,Registered,4.572,1974
14884,PTN S 10 FT LT 3 PL 18373,,,Sanitary,E1970-0071,Municipal Right of Way,Registered,3.048,1970
14885,PTN LT 4 PL 6634 (PL 62745),62131,A464,Sanitary,E1981-0181,Municipal Right of Way,Registered,3,1981
14886,PTN LT D PL RP6959,BCP12403,5350-001,Multiple Facilities,E2005-0023,Municipal Right of Way,Registered,0,2004
14887,PTN LT 16 PL 18413 (LT 10-11 PL 72451),71788,7885-5720,Multiple Facilities,E1986-0927,Municipal Right of Way,Registered,0,1986
14888,PTN LT 12 PL 18413 (LT A PL 71004),69343,7882-198,Multiple Facilities,E1985-0109,Municipal Right of Way,Registered,3,1985
14889,PTN LT 71 PL BCP14927,BCP18678,7802-0358-00,Multiple Facilities,E2004-0519,Municipal Right of Way,Registered,0.5,2005
14890,PTN W 8 FT LT 16 BLK 4 PL 14212,,2054-002,Sanitary,E1986-0773,Municipal Right of Way,Registered,2.438,1955
14891,PTN LT 46 PL 1151,BCP13447,4800-405,Public Access,E2003-0543,Municipal Right of Way,Registered,2,2005
14892,,,,Dyke,,Municipal Right of Way,Unknown,,
14893,PTN LT 1 PL 73385 (LT 39-40 PL 73977),73739,7886-6410,Sanitary,E1987-0038,Municipal Right of Way,Initiated,0,
14894,PTN N 10 FT LT 4 PL 23003,,3515,Sanitary,E1974-0024,Municipal Right of Way,Registered,3.048,1974
14895,PTN LT 9 BLK 5 PL 673 (NW2193),65881,7881-487,Public Access,E1983-0095,Municipal Right of Way,Registered,0,1983
14896,PTN LT 5 PL 4502,BCP352,7801-0198,Public Access,E2002-0236,Municipal Right of Way,Registered,0,2002
14897,PTN E 7 FT LT 6 PL 19005,,,Sanitary,E065-0018,Municipal Right of Way,Registered,2.134,1965
14898,PTN W 3m LT 14 PL 16919,,4785-562,Sanitary,E1985-0368,Municipal Right of Way,Registered,3,1985
14899,PTN LT 11 SEC 23 TP 2 PL 11390,LMP46205,4899-001,Drainage,E1999-0381,Municipal Right of Way,Registered,0,2000
14900,PTN L D PL 6156 (PL 50929),49665,4062,Public Access,E1976-0056,Municipal Right of Way,Registered,1.524,1976
14901,PTN LT 1 PL LMP18904,LMP36214,1795-308,Retaining Wall,E1997-0155,Municipal Right of Way,Registered,6,1997
14902,PTN LT 5 PL 8287 (LT 3 PL 81437),81032,7888-0128,Public Access,E1989-0119,Municipal Right of Way,Registered,0,1989
14903,PTN (3m WIDE) LT 43 PL 59525,59526,A109,Drainage,E1980-0177,Municipal Right of Way,Registered,3,1980
14904,PTN LT 5 PL 6216,LMP44683,1299-612,Water,E1999-0328,Municipal Right of Way,Registered,3,2000
14905,PTN Rem S 351.85 ft LT 1 PL4217(PL 85965,84306,7888-0377,Drainage,E1990-0071,Municipal Right of Way,Registered,3,1990
14906,PTN LT 13 PL 3981,BCP15935,7803-0054,Multiple Facilities,E2005-0081,Municipal Right of Way,Registered,0,2005
14907,PTN (3m WIDE) LT 44 PL 59525,59526,A109,Drainage,E1980-0178,Municipal Right of Way,Registered,3,1980
14908,PTN Rem NE 1/4 NE 1/4 SEC 21 (PL 75492),74525,7883-3580,Drainage,E1987-0154,Municipal Right of Way,Registered,3,1987
14909,PTN E 1/2 LT 2 PL 12412 (LT 2 PL 74803),68153,4884-484,Drainage,E1984-0136,Municipal Right of Way,Registered,2,1984
14910,PTN LT 8 BK 6 PL 18643,19734,2054-002,Sanitary,E1985-0058,Municipal Right of Way,Registered,1.524,1959
14911,PTN LT 12 PL 10392 (GVS & DD),45056,5350-001,Sanitary,E1986-0314,Municipal Right of Way,Registered,4.572,1986
14912,PTN LT 90 PL 52883 (LT 1 PL LMP19654),81521,5350-001,Multiple Facilities,E1988-0360,Municipal Right of Way,Registered,0,1989
14913,PTN LT 1 PL 17284 (LT 56-58 PL 66893),66320,7883-089,Sanitary,E1983-0155,Municipal Right of Way,Registered,1,1983
14914,PTN LT 8 PL 20878 (LTS 8 & 9 PL LMP5233),LMP3218,7887-2960,Drainage,E1992-0067,Municipal Right of Way,Registered,0,1992
14915,PTN Rem H RP494 (LT 3 PL LMP4869),46708,3521,Sanitary,E1974-0201,Municipal Right of Way,Registered,3.048,1980
14916,PTN Rem S 351.85 ft LT 1 PL 4217(PL85965,84307,7888-0377,Public Access,E1990-0072,Municipal Right of Way,Registered,0,1990
14917,PTN REM D RP4674 (LT 92-93 PL 66407),65583,7882-096,Drainage,E1983-0046,Municipal Right of Way,Registered,3,1983
14918,PTN Rem D PL 11336 (Park 70-02 PL 76012),75446,7883-2931,Multiple Facilities,E1987-0349,Municipal Right of Way,Registered,0,1987
14919,PTN LT 13 BLK V PL 469,52942,4515,Sanitary,E1977-0424,Municipal Right of Way,Registered,1.524,1977
14920,PTN (4 FT WIDE) LOT 40 PLAN 39586,39560,2054-002,Multiple Facilities,E1986-0029,Municipal Right of Way,Registered,1.219,1971
14921,PTN LT 141 PL LMP33300,LMP34825,7891-0366,Multiple Facilities,E1997-0261,Municipal Right of Way,Registered,3,1997
14922,PTN LT 41 PL 32657 (LTS 5-12 PLLMP16686),LMP10180,7892-0027,Drainage,E1993-0173,Municipal Right of Way,Registered,3,1993
14923,PTN LT 2 PL 2327 (LT 1 PL LMP769),87738,7890-0005,Multiple Facilities,E1991-0046,Municipal Right of Way,Registered,3.44,1991
14924,PTN LT 2 PL 7362 (LT 73 PL 50950),49452,4127,Sanitary,E1976-0003,Municipal Right of Way,Registered,3.048,1976
14925,PTN LT D PL 87682,87683,7889-0082,Public Access,E1991-0011,Municipal Right of Way,Registered,0,1991
14926,PTN LT 193 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0263,Municipal Right of Way,Registered,0.5,2003
14927,PTN LT C PL 23528,BCP12195,7802-0127,Multiple Facilities,E2004-0337,Municipal Right of Way,Registered,0.5,2004
14928,PTN REM D. L. 361,LMP51295,0541-218,Lease,E2003-0017,Municipal Right of Way,Initiated,0,2001
14929,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0461,Municipal Right of Way,Registered,0.5,2011
14930,PTN LT 89 PL 48019,BCP50071,1709-314,Multiple Facilities,E2011-0127,Municipal Right of Way,Registered,4.0,2012
14931,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0462,Municipal Right of Way,Registered,0.5,2011
14932,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0463,Municipal Right of Way,Registered,0.5,2011
14933,,335499C,,BC Hydro,N/A,Utility Right of Way,,,
14934,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0465,Municipal Right of Way,Registered,0.5,2011
14935,PTN LT 4 PL 5524,BCP49727,7810-0320-00,Multiple Facilities,E2011-0466,Municipal Right of Way,Registered,0.5,2011
14936,PTN E 1/2 OF E 1/2 LS 2 SEC 23 TP1,BCP29679,7806-0137,Passage,E2007-0354,Municipal Right of Way,Registered,0.5,2007
14937,PTN LT 9 PL 2611,LMp31717,4796-611,Sanitary,E1996-0148,Municipal Right of Way,Registered,VAR,1996
14938,PTN LT 38 PL 35135 (PL 66779),65181,7881-483,Sanitary,E1982-0265,Municipal Right of Way,Registered,0.3,1983
14939,,344750C,,BC Hydro,N/A,Utility Right of Way,,,
14940,PTN LT 6 PL 1752,EPP46465,7814-0244-00,Water,E2015-0087,Municipal Right of Way,Registered,6.0,2015
14941,PTN LT 3 PL 58689,BCP49740,7806-0037-00,Multiple Facilities,E2012-0008,Municipal Right of Way,Registered,0.5,2012
14942,PTN LT 8 PL 15335,BCP49748,7811-0075-00,Passage,E2012-0018,Municipal Right of Way,Registered,VAR,2012
14943,PTN NW 1/4 SEC 12 TP2 NWD,EPP17198,7807-0115-00,Drainage,E2011-0470,Municipal Right of Way,Registered,VAR,2012
14944,PTN LT 8 PL 15335,BCP49788,7811-0075-00,Passage,E2012-0012,Municipal Right of Way,Registered,1.0,2012
14945,PTN LT 6 PL 9655,BCP49788,7811-0075-00,Passage,E2012-0013,Municipal Right of Way,Registered,1.0,2012
14946,PTN LT 6 PL 9655,BCP49788,7811-0075-00,Passage,E2012-0014,Municipal Right of Way,Registered,1.0,2012
14947,PTN LT 8 PL 15335,BCP49788,7811-0075-00,Passage,E2012-0015,Municipal Right of Way,Registered,1.0,2012
14948,PTN LT 21 PL 39252 (LT 2 PL 62592),62437,A512,Sanitary,E1981-0234,Municipal Right of Way,Registered,0,1981
14949,PTN LT 2 PL 8343,56602,4516,Sanitary,E1978-0259,Municipal Right of Way,Registered,0,1979
14950,PTN LT A PL16378,LMP21355,7893-0030,Water,E1995-0018,Municipal Right of Way,Registered,VAR,1995
14951,PTN LT 44 PL 49544 SEC 10 TP 2,BCP29924,7805-0378-00,Water,E2007-0637,Municipal Right of Way,Registered,2.2,2007
14952,PTN LT234 PL47289 (LTS 159/160 PL 48838),47792,3734,Multiple Facilities,E1975-0055,Municipal Right of Way,Registered,4.267,1975
14953,PTN PCL D RP5624 (NW1284),55665,9347,Drainage,E1978-0480,Municipal Right of Way,Registered,0,1978
14954,PTN LT 19 PL 32278,EPP64249,7814-0118-00,Multiple Facilities,E2016-0530,Municipal Right of Way,Initiated,0.5,2016
14955,PTN LT 12 PL 14887,EPP64344,7815-0379-00,Multiple Facilities,E2016-0471,Municipal Right of Way,Initiated,0.5,2016
14956,PTN REM S 120 FT LT 3 PL 9096 (PL 59463),38908,2670,Sanitary,E1970-0140,Municipal Right of Way,Registered,5.181,1971
14957,PTN LT 26 DL 157 (GVS&DD),87245,2054-002,Sanitary,E1992-0197,Municipal Right of Way,Registered,3.048,1990
14958,N & S 5 FT & E 8 FT LT 3 BLK 12 PL 15617,,2054-002,Multiple Facilities,E1986-0751,Municipal Right of Way,Registered,0,1955
14959,,301951C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
