,ADJACENT_LAND_USE_RATING,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DEDICATED_URBAN_FOREST,DESCRIPTION,ESA_RANKING,EXPOSED_EDGE_LENGTH_M,FACILITYID,FOREST_AGE_CLASS,FOREST_TYPE,FRAGMENTATION_RATING,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,ISOLATION_RATING,LEGACYID,LOCATION,MAINTAINED_EDGE_LENGTH_M,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,NATURAL_AREA_TYPE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_NAME,PARK_OWNERSHIP,RIGHT_OF_WAY,RIPARIAN_AREA,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,TRAIL_PRESENT,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
558,2,,Some coniferous regen. ,,,,N,"Forest; Chimney Heights Park, 7411 150A St",1,364,1001438863,Mature,Deciduous,0,07411,0,,2,0711-000000338,Most of park,,PARKS,,053,,20170223,Forest-deciduous,"Chimney Hill Park, 15070 76 Ave",Park,PARKS,Chimney Heights Park,,N,N,15050,,,OPERATING,20040823102000,Y,,,,,
559,2,,See map for invasive spp. and yard waste locations. ,,,,N,"Forest; Chimney Hill Park, 15070 76 Ave",1,159,1001438933,Young,Mixed,0,15070,0,,2,0711-000000452,Small patches in N. half of park.,,PARKS,,053,,20170223,Forest-mixed,"Chimney Hill Park, 15070 76 Ave",Park,PARKS,Chimney Hill Park,,N,N,07600,,,OPERATING,20040824081000,N,,,,,
560,1,,Stands near parkinq lot entrance are fairly controlled ,,,,N,"Forest; Crescent Park School Grounds, 2440 128 St",0,564,1001438738,Mature,Mixed,4,02440,0,,2,0711-000000463,Various stands in N.,,PARKS,,111,,20170223,Forest-mixed,"Crescent Park School Grounds, 2440 128 St",Land,PARKS,Crescent Park School Grounds,,N,N,12800,,,OPERATING,20040824083100,N,,,,,
561,2,,,,,,N,"Grassland; Colebrook Park, 5419 King George Blvd",0,10004,1001439136,,,0,05419,0,,4,0711-000000147,S side of park,,Parks,,082,,20180117,Grassland,"Colebrook Park, 5419 King George Blvd",Park,Parks,Colebrook Park,,Y,Y,13601,,,OPERATING,20060410101600,N,,,,,
562,3,,Some cedar and hemlock regen. ,,,,N,"Forest; Hyland Creek Park, 6542 138 St",0,2312,1001438936,Mature,Deciduous,0,06542,0,,4,0711-000000503,Large portion of park.,,PARKS,,062,,20180223,Forest-deciduous,"Hyland Creek Park, 6542 138 St",Park,PARKS,Hyland Creek Park,,Y,Y,13800,,,OPERATING,20040824095200,Y,,,,,
563,1,,Invasive ivy problem (see map); Large cottonwood being girdled by cable in S.W. corner (see map); Forest on rental properties included in the park were roughly delineated since I did not enter the property. ,,,,N,"Forest; Redwood Park, 17900 20 Ave",0,6649,1001438716,Mature,Mixed,3,17900,0,,4,0711-000000543,Majority of park,,PARKS,,127,,20180220,Forest-mixed,"Redwood Park, 17900 20 Ave",Park,PARKS,Redwood Park,,N,Y,02000,,,OPERATING,20040824111300,Y,,,,,
564,1,,Several large dead standing trees in S.E. corner. ,,,,N,"Forest; Keery Park, 18791 28 Ave",0,1263,1001439063,Mature,Mixed,0,18791,0,,1,0711-000000513,Most of park,,Parks,,118,,20180117,Forest-mixed,"Keery Park, 18791 28 Ave",Park,Parks,Keery Park,,N,Y,02800,,,OPERATING,20040824101100,N,,,,,
565,2,,,,,,N,"Shrubland; Bear Creek Park, 13750 - 88 Ave",0,1812,1001439130,,,0,13750,0,,4,0711-000000045,2,,PARKS,,042,,20180117,Shrubland,"Bear Creek Park, 13750 88 Ave",Park,PARKS,Bear Creek Park,,Y,Y,08800,,,OPERATING,,Y,,,,,
566,4,,,,,,Y,"Forest; Green Timbers Urban Forest Park, 14698 96 Ave",0,18390,1001439132,Mature,Coniferous,2,14698,0,,3,0711-000000192,most of site,,PARKS,,023,,20180220,Forest-coniferous,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,PARKS,Green Timbers Urban Forest Park,,Y,Y,09600,,,OPERATING,20060410105600,Y,,,,,
567,3,,Doug. fir also present; Mb defoliation ocurring(see map); invasive holly; cardbrd. boxes dumped to W. of 11777 (down slope)  Originally inventoried as 19B,,,,N,"Forest; Tom Hopkins Ravine Park, 11722 River Rd",0,2461,1001438765,Mature,Mixed,0,11722,0,,4,0711-000000303,Whole park,,PARKS,,019,,20180223,Forest-mixed,"Tom Hopkins Ravine Park, 11722 River Rd",Park,PARKS,Tom Hopkins Ravine Park,,Y,Y,09980,,,OPERATING,20040823085200,Y,,,,,
568,2,,,,,20170118,N,"Forest; 54A - Greenbelt, 7611 156 St",0,945,1001902708,Mature,Deciduous,0,07611,,20170117,2,,near 155 St and 76A Ave area of site,91,Parks,,054,,20170118,Forest-deciduous,"54A - Greenbelt, 7611 156 St",Park,Parks,54A - Greenbelt,,Y,N,15600,,,OPERATING,,N,,,,,
569,2,,,,,20170118,N,"Grassland; 54A - Greenbelt, 7611 156 St",0,945,1001902709,,,0,07611,,20170117,2,,most of site,91,Parks,,054,,20170118,Grassland,"54A - Greenbelt, 7611 156 St",Park,Parks,54A - Greenbelt,,Y,N,15600,,,OPERATING,,N,,,,,
570,2,,Some scotch broom and refuse in parks (see map for locations). ,,,,N,"Forest; 32I - Greenbelt, 8840 140 St",0,773,1001439129,Mature,Deciduous,0,08840,0,,4,0711-000000268,"Most of park, in patches",,PARKS,,032,,20170118,Forest-deciduous,"32I - Greenbelt, 8840 140 St",Park,PARKS,32I - Greenbelt,,Y,Y,14000,,,OPERATING,20040820135700,N,,,,,
571,1,,Some minor yard waste & invasive spp. (see map).  ,,,,N,"Forest; 32L - Greenbelt, 8857 143a St",0,697,1001438997,Mature,Deciduous,0,08857,0,,4,0711-000000270,Most of park,,PARKS,,032,,20170118,Forest-deciduous,"32L - Greenbelt, 8857 143a St",Park,PARKS,32L - Greenbelt,,Y,Y,14350,,,OPERATING,20040820140100,N,,,,,
572,1,,Yard waste and refuse at N. end. ,,,,N,"Forest; 33K - Greenbelt, 14675 88 Ave",0,452,1001438865,Mature,Deciduous,0,14675,0,,4,0711-000000276,Most of park,,PARKS,,033,,20170118,Forest-deciduous,"33K - Greenbelt, 14675 88 Ave",Park,PARKS,33K - Greenbelt,,N,Y,08800,,,OPERATING,20040820142500,N,,,,,
573,2,,,,,20110610,,,2,,1001717089,,,4,15472,,,2,,,,PARKS,,034,,20170118,Shrubland,"34A - Utility ROW, 15472 95A Ave",Park,PARKS,34A - Utility ROW,,,,09550,,,OPERATING,,,,,,,
574,1,,See map for yard waste locations.,,,,N,"Forest; 122B - Greenbelt, 13816 18 Ave",2,596,1001438983,Mature,Coniferous,0,13816,0,,4,0711-000000254,most of park,,Parks,,122,,20161212,Forest-coniferous,"122B - Greenbelt, 13816 18 Ave",Park,Parks,122B - Greenbelt,,N,N,01800,,,OPERATING,20060406100400,N,,,,,
575,2,,,,,20170829,N,"Forest; 55D - Greenbelt, 16152 76A Ave",0,196,1001944517,Mature,Mixed,0,16152,,20170825,2,1001486677,16152 76A Ave,48,Parks,,055,,20170829,Forest-mixed,"55D - Greenbelt, 16152 76A Ave",,Parks,55D - Greenbelt,,Y,Y,07650,,,OPERATING,,N,,,,,
576,2,,,,,20170821,N,"Forest; 55J - Greenbelt / 55F - Greenbelt, 16794 76 Ave",0,970,1001943589,Young,Deciduous,0,16794,,20170818,4,,throughout park,556,Parks,,055,,20170829,Forest-deciduous,55J - Greenbelt / 55F - Greenbelt,Park,Parks,55J - Greenbelt / 55F - Greenbelt,,Y,Y,07600,,,OPERATING,,N,,,,,
577,2,,,,,20170821,N,"Shrubland; 55J - Greenbelt / 55F - Greenbelt, 16794 76 Ave",0,970,1001943591,,,0,16794,,20170818,4,,south and east sides of park,556,Parks,,055,,20170829,Shrubland,"55J - Greenbelt / 55F - Greenbelt, 16794 76 Ave",Park,Parks,55J - Greenbelt / 55F - Greenbelt,,Y,Y,07600,,,OPERATING,,N,,,,,
578,2,,Understory lacking in areas; dirt pile in N. from adj. development ,,,,N,"Forest; 122I - Greenbelt, 13916 21A Ave",2,170,1001439029,Mature,Deciduous,4,13916,0,19990926,2,0711-000000101,Lot middle,,Parks,,122,,20161212,Forest-deciduous,"122I - Greenbelt, 13916 21A Ave",Park,Parks,122I - Greenbelt,,N,N,02150,,,OPERATING,20000926163500,Y,,,,,
579,,,,,,,,,,,1001932053,,,,,,,,,,,,,,,,Forest-mixed,,,,,,,,,,,,,,,,,,
580,1,,Some lamium and holly present (see map).  ,,,,N,"Forest; 122M - Greenbelt, 1950 136 St",2,108,1001439003,Mature,Mixed,0,01950,0,,1,0711-000000116,Small stand at W. end.,,PARKS,,122,,20161212,Forest-mixed,"122M - Greenbelt, 1950 136 St",Park,PARKS,122M - Greenbelt,,Y,N,13600,,,OPERATING,20040820080600,N,,,,,
581,1,,"Himal. bl. bry. comprising most of understory directly under trees, climbing up to 6m ht. on alders; trees over-hang a walkable but wild linear lot  ",,,,N,"Forest; 125D - Greenbelt, 1805 165a St",1,346,1001439031,Young,Deciduous,0,01805,0,,4,0711-000000057,Most of lot,,PARKS,,125,,20161216,Forest-deciduous,"125D - Greenbelt, 1805 165a St",Park,PARKS,125D - Greenbelt,,N,N,16550,,,OPERATING,20040820083300,N,,,,,
582,1,,2 tree forts in the forest. ,,,,N,"Forest; 55J - Greenbelt, 16696 77 Ave",0,343,1001438857,,Deciduous,0,16696,0,,4,0711-000000349,"Most of park, exception of small section in the S.",,PARKS,,055,,20170829,Forest-deciduous,"55J - Greenbelt, 16696 77 Ave",Park,PARKS,55J - Greenbelt,,Y,Y,07700,,,OPERATING,20040823104900,N,,,,,
583,2,,,,,20090915,N,"Forest; 73J - Greenbelt, 14474 61a Ave",0,297,1001439220,Mature,Deciduous,0,14474,0,,3,0711-000001080,most of site,131,Parks,,073,,20170911,Forest-deciduous,"73J - Greenbelt, 14474 61a Ave",Park,Parks,73J - Greenbelt,,N,Y,06150,,,OPERATING,20090915141600,N,,,,,
584,1,,See map for invasive spp. and yard waste locations.,,,,N,"Forest; 121S - Greenbelt, 13503 19 Ave",2,393,1001439052,Mature,Mixed,0,13503,0,,4,0711-000000222,most of site,,Parks,,121,,20161207,Forest-mixed,"121S - Greenbelt, 13503 19 Ave",Park,Parks,121S - Greenbelt,,N,N,01900,,,OPERATING,20060406094500,N,,,,,
585,3,,See map for yard waste locations; lots of Himalayan blackberry in forest.     ,,,,N,"Forest; Buchamer Park, 2601 139a St",1,660,1001439113,Mature,Mixed,0,02601,0,,3,0711-000000070,south and east portion of site,12,Parks,,112,,20170927,Forest-mixed,"Buchamer Park, 2601 139a St",Park,Parks,Buchamer Park,,Y,Y,13950,,,OPERATING,20040819141900,Y,,,,,
586,4,,This asset includes the long linear stretch between the western boundary of Mud Bay Park and Surrey's border with Delta.  The trail in this section is maintained by Metro Vancouver (Regional District).,,,,N,"Shrubland; Mud Bay Park, 13030 48 Ave",0,4532,1001439108,,,2,13030,0,,0,0711-000000109,Between highway and pathway whole length of park. 2 kilometers long,,Parks,,091,,20180214,Shrubland,"Mud Bay Park, 13030 48 Ave",Park,Parks,Mud Bay Park,,N,Y,49901,,,OPERATING,20010814122300,Y,,,,,
587,3,,,,,20130720,N,"Forest; Buchamer Park, 2601 139a St",1,1381,1001606930,Mature,Coniferous,0,02601,,20130128,3,,north east portion of site,389,Parks,,112,,20170927,Forest-coniferous,"Buchamer Park, 2601 139a St",Park,Parks,Buchamer Park,,Y,N,13950,,,OPERATING,,N,,,,,
588,1,,"prior to June 2008, this portion of the site was passive grass... now converted to natural area",,,20080619,N,"Grassland; Bayview Woods Park, 13901 34 Ave",0,278,1001439177,,,1,13901,0,,4,0711-000000597,meadow area of park,,PARKS,,102,,20170206,Grassland,"Bayview Woods Park, 13901 34 Ave",Park,PARKS,Bayview Woods Park,,N,N,03400,,,OPERATING,20080619115800,N,,,,,
589,1,,See map for invasive spp. locations; some moderately large Douglas fir in park as well. ,,,,N,"Forest; Bayview Woods Park, 13901 34 Ave",0,1632,1001439042,Mature,Mixed,1,13901,0,,4,0711-000000423,Most of park,,PARKS,,102,,20170206,Forest-mixed,"Bayview Woods Park, 13901 34 Ave",Park,PARKS,Bayview Woods Park,,Y,N,03400,,,OPERATING,20040823143400,N,,,,,
590,2,,,,,,N,"Forest; McLeod Park, 6306 140 St",0,782,1001438924,Mature,Mixed,1,06306,0,,2,0711-000000380,Most of park,,PARKS,,072,,20171002,Forest-mixed,"McLeod Park, 6306 140 St",Park,PARKS,McLeod Park,,N,Y,14000,,,OPERATING,20040823125200,N,,,,,
591,2,,,,,20170911,N,"Forest; 73J - Greenbelt, 14474 61a Ave",0,297,1001946430,Mature,Deciduous,0,14474,0,,3,1001439220,most of site,131,Parks,,073,,20170203,Forest-deciduous,"73J - Greenbelt, 14474 61a Ave",Park,Parks,73J - Greenbelt,,N,Y,06150,,,OPERATING,20090915141600,N,,,,,
592,2,,,,,20171002,N,"Forest; McLeod Park, 6306 140 St",0,782,1001948893,Mature,Mixed,1,06306,0,,2,1001438924,Most of park,,PARKS,,072,,20170209,Forest-mixed,"McLeod Park, 6306 140 St",Park,PARKS,McLeod Park,,N,Y,14000,,,OPERATING,20040823125200,N,,,,,
593,2,,,,,20171002,N,"Forest; McLeod Park, 6306 140 St",0,782,1001948894,Mature,Mixed,1,06306,0,,2,1001438924,Most of park,,PARKS,,072,,20170209,Forest-mixed,"McLeod Park, 6306 140 St",Park,PARKS,McLeod Park,,N,Y,14000,,,OPERATING,20040823125200,N,,,,,
594,2,,,,,20171002,N,"Forest; McLeod Park, 6306 140 St",0,782,1001948896,Mature,Mixed,1,06306,0,,2,1001438924,Most of park,,PARKS,,072,,20170209,Forest-mixed,"McLeod Park, 6306 140 St",Park,PARKS,McLeod Park,,N,Y,14000,,,OPERATING,20040823125200,N,,,,,
595,2,,"See map for refuse, yard waste & invasive spp. locations. ",,,,N,"Forest; Ocean Park Terrace - 121B, 12815 22 Ave",2,299,1001438736,Mature,Coniferous,0,12815,0,,2,0711-000000527,along S boundary of site,,PARKS,,121,,20171005,Forest-coniferous,"Ocean Park Terrace - 121B, 12815 22 Ave",Park,PARKS,Ocean Park Terrace - 121B,,N,N,02200,,,OPERATING,20040824104100,N,,,,,
596,4,,,,,,N,"Grassland; Mud Bay Park, 13030 48 Ave",0,1435,1001439112,,,2,13030,0,,0,0711-000000194,,,Parks,,091,,20180214,Grassland,"Mud Bay Park, 13030 48 Ave",Park,Parks,Mud Bay Park,,N,Y,49901,,,OPERATING,20060410130500,N,,,,,
597,2,,Small plantings alongside boat launch.  blackberry and thistle invading.  near road very degraded,,,,N,"Grassland; 104G - Greenbelt, 15496 40 Ave",0,357,1001439150,,,0,15496,0,,1,0711-000000018,north portion of site,,Parks,,104,,20180620,Grassland,"104G - Greenbelt, 15496 40 Ave",Park,Parks,104G - Greenbelt,,N,Y,04000,,,OPERATING,20060405085700,N,,,,,
598,1,,See map for ivy and yard waste locations; significant overmature red alder present.   ,,,,N,"Forest; 111D - Greenbelt - VIP Site, 13539 25 Ave",1,1895,1001438732,Mature,Mixed,0,13539,0,,4,0711-000000038,Most of park,,PARKS,,111,,20170928,Forest-mixed,"111D - Greenbelt - VIP Site, 13539 25 Ave",Park,PARKS,111D - Greenbelt,,N,N,02500,,,OPERATING,20040819132300,Y,,,,,
599,4,,,,,,N,"Forest; Hazelgrove Park, 7080 190 St",0,439,1002038260,Young,Mixed,4,07080,,20180518,4,,North East end of park,383,Parks,,068,,20180518,Forest-mixed,"Hazelgrove Park, 7080 190 St",Park,Parks,Hazelgrove Park,,Y,Y,19000,,,OPERATING,,Y,,,,,
600,3,,Also some large D. fir in forest; see map for areas of concentrated invasive spp. ,,,,N,"Forest; Sunrise Ridge Park - 78H, 18725 - 58 Ave",0,1192,1001438798,Mature,Mixed,0,18725,0,,4,0711-000000056,Most of park.,,PARKS,,078,,20180518,Forest-mixed,"Sunrise Ridge Park, 18725 58 Ave",Park,PARKS,Sunrise Ridge Park,,Y,N,05800,,,OPERATING,,Y,,,,,
601,3,,,,,,N,Forest; Oak Meadows Park; 16271 22 Ave,0,469,1002038259,Mature,Mixed,4,16271,,20180514,3,,throughout park,382,Parks,,125,,20180514,Forest-mixed,Oak Meadows Park; 16271 22 Ave,Park,Parks,Oak Meadows Park,,N,Y,02200,,,OPERATING,,Y,,,,,
602,2,,,,,,N,"Grassland; Barbara Creek Park, 3501 152 St",0,2884,1001956464,,,0,03501,,,3,,northern end of park,170,Parks,,103,,20171129,Grassland,"Barbara Creek Park, 15053 34 Ave",Park,Parks,Barbara Creek Park,,N,Y,15200,,,OPERATING,,Y,,,,,
603,3,,,,,,N,"Shrubland; Sunrise Ridge Park, 18725 58 Ave",0,824,1001439125,,,0,18725,0,,4,0711-000000401,1,,PARKS,,078,,20180518,Shrubland,"Sunrise Ridge Park, 18725 58 Ave",Park,PARKS,Sunrise Ridge Park,,N,N,05800,,,OPERATING,20040823133600,N,,,,,
604,3,,See map for areas of invasive spp. ,,,,N,"Forest; Hazelnut Meadows Community Park, 14069 68 Ave",2,2419,1001438903,Mature,Mixed,1,14069,0,,3,0711-000000496,Large section in the N. and patches in the S.,,PARKS,,062,,20180517,Forest-mixed,"Hazelnut Meadows Community Park, 14069 68 Ave",Park,PARKS,Hazelnut Meadows Community Park,,Y,N,06800,,,OPERATING,20040824094100,Y,,,,,
605,2,,Healthy understory,,,20161114,N,"Forest; 104G - Greenbelt, 15496 40 Ave",0,2704,1001896552,Mature,Mixed,0,03820,,20160209,1,1001781253,most of site,10,Parks,,104,,20180620,Forest-mixed,"104G - Greenbelt, 15496 40 Ave",Park,Parks,104G - Greenbelt,,N,N,15500,,,OPERATING,,Y,,,,,
606,1,,,,,,N,"Forest; Tamanawis Park, 12515 64 Ave",2,837,1001438961,Mature,Coniferous,0,12515,0,,3,0711-000000569,N.E. corner.,,PARKS,,060,,20180720,Forest-coniferous,"Tamanawis Park, 12515 64 Ave",Park,PARKS,Tamanawis Park,,N,N,06400,,,OPERATING,20040824123700,N,,,,,
607,1,,"Some yard waste, ivy and lamium present (see map for locations). ",,,,N,"Forest; Ocean Estates Park, 10595 156 St",0,333,1001438912,Mature,Mixed,0,10595,0,,2,0711-000000526,Most of park,165,PARKS,,014,,20180720,Forest-mixed,"Ocean Estates Park, 10595 156 St",Park,PARKS,Ocean Estates Park,,Y,Y,15600,,,OPERATING,20040824104000,N,,,,,
608,2,,,,,20170109,N,"Forest; 54B - Greenbelt, 7697 157 St",0,308,1001901639,Mature,Mixed,0,07697,,20161222,1,1001842123,entire lot,161,Parks,,054,,20170109,Forest-mixed,"54B - Greenbelt, 7697 157 St",Park,Parks,54B - Greenbelt,,N,N,15700,,,,,N,,,,,
609,1,,Includes un-listed lot 12238; regen. cedar; forest stands either have minimal understory or invasive species; broom w/in passive grass field  ,,,,N,"Forest; Peter Pan Park, 12225 80 Ave",2,868,1001438768,Mature,Deciduous,0,12225,0,,3,0711-000000531,Various sections,,PARKS,,040,,20171020,Forest-deciduous,"Peter Pan Park, 12225 80 Ave",Park,PARKS,Peter Pan Park,,N,N,08000,,,OPERATING,20040824104800,Y,,,,,
610,3,,,,,20170109,N,"Forest; 88E - Greenbelt,18950 54 Ave",0,441,1001901696,Young,Mixed,0,18950,,20160202,3,1001580800,entire lot,244,Parks,,088,,20170109,Forest-mixed,"88E - Greenbelt, 18950 54 Ave",Park,Parks,88E - Greenbelt,,Y,Y,05400,,,OPERATING,,N,,,,,
611,3,,,,,,N,"Grassland; Green Timbers Park, 14255 96 Ave",0,5513,1001901719,,,0,14255,,20161220,2,,running along Fraser Hwy,524,Parks,,022,,20170109,Grassland,"Green Timbers Park, 14255 96 Ave",Park,Parks,Green Timbers Park,,N,N,09600,,,OPERATING,,Y,,,,,
612,1,,Major blackberry at east end of lot.  Road row has been encroached.  ,,,,N,"Forest; 127A - Greenbelt, 1929 184 St",0,1749,1001439107,Mature,Deciduous,0,01929,0,,0,0711-000000107,1,,PARKS,,127,,20180226,Forest-deciduous,"127A - Greenbelt, 1929 184 St",Park,PARKS,127A - Greenbelt,,N,N,18400,,,OPERATING,20040820083600,N,,,,,
613,2,,All condition attributes found at S.E. forest (moderate due to small size of forest),,,20080306,N,"Forest; Cloverdale Ball Park, 17383 61A Ave",2,121,1001439172,Mature,Deciduous,0,17383,0,,2,0711-000000006,S.E. corner; small coniferous clump at S. end of E. parking lot,,PARKS,,076,,20170201,Forest-deciduous,"Cloverdale Ball Park, 17383 61A Ave",Park,PARKS,Cloverdale Ball Park,,N,N,06150,,,OPERATING,,N,,,,,
614,1,,,,,,N,"Forest; 4A - Walkway, 11370 153A St",0,51,1001438884,Young,Deciduous,0,11370,0,,3,0711-000000330,E. end,,PARKS,,004,,20170201,Forest-deciduous,"4A - Walkway, 11370 153A St",Park,PARKS,4A - Walkway,,N,N,15350,,,OPERATING,20040823100300,N,,,,,
615,3,,"SW corner was planted with Cw, they don't look very good",,,,N,"Forest; 46D - Greenbelt, 8332 170a St",0,611,1001439026,Mature,Deciduous,0,08332,0,,4,0711-000000326,Whole lot,,PARKS,,046,,20170201,Forest-deciduous,"46D - Greenbelt, 8332 170a St",Park,PARKS,46D - Greenbelt,,N,N,17050,,,OPERATING,20040823095200,N,,,,,
616,1,,Park has development proposal 01-0082. ,,,,N,"Forest; 45H - Greenbelt, 8659 161 St",0,403,1001439080,Mature,Deciduous,0,08659,0,,4,0711-000000117,Patches within lot,,Parks,,045,,20170201,Forest-coniferous,"45H - Neighbourhood Park, 8659 161 St",Park,Parks,45H - Neighbourhood Park,,N,N,16100,,,OPERATING,20010814163300,N,,,,,
617,1,,Some yard waste dumping and some invasive spp. which could be removed now without much effort.before they take hold. ,,,,N,"Forest; 55K - Greenbelt, 16659 78a Ave",0,390,1001438858,Mature,Deciduous,0,16659,0,,3,0711-000000350,Central area following the stream.,,PARKS,,055,,20170201,Forest-deciduous,"55K - Greenbelt, 16659 78a Ave",Park,PARKS,55K - Greenbelt,,Y,Y,07850,,,OPERATING,20040823105100,N,,,,,
618,4,,Noticed severla birds of prey in the park,,,20110118,N,"Forest; Mound Farm, 5288 168 St",1,3095,1001439251,Mature,Coniferous,0,05288,0,19990828,1,0711-000000071,N.E. corner.,,Parks,,086,,20180226,Forest-coniferous,"Mound Farm Park, 5288 168 St",Park,Parks,Mound Farm,,N,Y,16800,,,OPERATING,20000828141300,Y,,,,,
619,2,,,,,20120727,N,,1,581,1001717090,Young,Deciduous,1,,,,3,0711-000001128,,278,,,,,20180226,Forest-deciduous,,,,Blumsen Park,,N,N,,,,OPERATING,,Y,,,,,
620,3,,,,,20170926,N,"Forest; 62H - Greenbelt, 14120 Hyland Rd",0,312,1001948029,Mature,Mixed,0,14120,,20170926,4,,Throughout park,131,Parks,,062,,20170926,Forest-mixed,"62H - Greenbelt, 14120 Hyland Rd",Park,Parks,62H - Greenbelt,,Y,Y,06740,,,OPERATING,,N,,,,,
621,2,,"Includes lots 16100 and 16146; small, fragmented stands ",,,,N,"Forest; North Point Park, 16088 - 109 Ave",0,299,1001438754,Mature,Mixed,0,16088,0,,4,0711-000000015,Small stand w/in lot 16088; smaller areas,,PARKS,,015,,20171031,Forest-mixed,"North Point Park, 16088 109 Ave",Park,PARKS,North Point Park,,Y,N,10900,,,OPERATING,,N,,,,,
622,1,,Riparian area in park not listed in COSMOS; could use some planting near riparian area. ,,,,N,"Forest; Bryan Place Park - 31G, 8969 King George Blvd",2,280,1001438828,Mature,Deciduous,0,08969,0,,3,0711-000000444,3 sections on W. half of park.,,PARKS,,031,,20171110,Forest-deciduous,"Bryan Place Park - 31G, 8969 King George Blvd",Park,PARKS,Bryan Place Park,,Y,Y,13601,,,OPERATING,20040823151600,N,,,,,
623,2,,"Linear strip connecting main N. and S. areas appears to be w/in back yards; N. and S. portions of this strip have dense Himal. bb., morning glory    ",,,,N,"Forest; 135E - Greenbelt - VIP Site, 1069 161 St",2,106,1001439039,Young,Deciduous,0,01069,0,,2,0711-000000170,Linear strip b/w N. and S. areas,,PARKS,,135,,20171102,Forest-deciduous,"135E - Greenbelt - VIP Site, 1069 161 St",Park,PARKS,135E - Greenbelt,,N,N,16100,,,OPERATING,20040820085500,N,,,,,
624,2,,,,,,N,"Forest; Newton Athletic Park, 7395 128 St",0,453,1001954928,Young,Deciduous,0,07395,,20171110,4,,west side of park next to pump track,226,Parks,,050,,20171110,Forest-deciduous,"Newton Athletic Park, 7395 128 St",Park,Parks,Newton Athletic Park,,N,N,12800,,,OPERATING,,N,,,,,
625,1,,Some major ivy and riparian degredation issues (see map). ,,,,N,"Forest; 62D - Greenbelt, 14341 68 Ave",0,529,1001438917,Mature,Mixed,0,14341,0,,4,0711-000000359,"Most of park, only major exception is extreme S.",,PARKS,,062,,20170203,Forest-mixed,"62D - Greenbelt, 14341 68 Ave",Park,PARKS,62D - Greenbelt,,Y,Y,06800,,,OPERATING,20040823111200,N,,,,,
