,BAFFLES_END1,BAFFLES_END2,BIKE_INFRASTRUCTURE_TYPE,BIKE_NETWORK,COMMENTS,CORRIDOR_FUNCTION,CORRIDOR_NAME,CORRIDOR_TYPE,DESCRIPTION,EQ_NO,FACILITYID,FENCING_SIDE1,FENCING_SIDE2,HABITAT,LEGACYID,LENGTH,LOCATION,MAINTENANCE_RESPONSIBILITY,MATERIAL,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OPERATOR,OWNER,PARK_OWNERSHIP,PRK_BRIDGE_SPECIAL_FEATURES,PRK_TRAIL_SERVICE_CLASS,PROJECT_NO,RAILINGS_MATERIAL1,RAILINGS_MATERIAL2,REFERENCE_NO,ROUTE_TYPE2,STATUS,TREES_PLANTED,USE_LEVEL,WIDTH,YR
1809,,,,,(lbob new) ,Recreation,,,"T4 Trail;  Al Cleaver Park, 11870 River Rd",,1001485290,,,,,,from T2 to T1 halfway down the hill,Parks,Gravel,"Al Cleaver Park, 11870 River Rd",Park,Parks,Parks,Surrey,,,B1,,,,T4,Nature Trail,In Service,No,,1.1,2009
1810,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T70 Trail; South Surrey Bike Park, 2200 148 St",,1001485299,,,,,,in bike park,Parks,,"South Surrey Bike Park, 2200 148 St",Park,Parks,Parks,Surrey,,,A,,,,T70,Off Road Bike Recreation Trail,In Service,No,,,2009
1811,,,,,(lbob new) ,,,,"P2 Path; Crescent Beach, 12160 Beecher St",,1001485311,,,,,,Blackie Lane access to P1,Parks,Other,"Crescent Beach, 12160 Beecher St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1812,,,,,(lbob new) ,,,,"P1 Path; 111C - Greenbelt, 13252 - 28 Ave",,1001485315,,,,,,From 133 St entrance to forest edge,Parks,Asphalt,"111C - Greenbelt, 13252 28 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1813,,,,,(lbob new) Needs wwidening and surfacing,Nature Trail,,,"T13 Trail;  Redwood Park, 17900 20 Ave",,1001484793,,,,,,"From west end T11, north to T14",Parks,Dirt,"Redwood Park, 17900 20 Ave",Park,Parks,Parks,Surrey,,,C,,,,T13,Nature Trail,In Service,No,,1.2,2009
1814,,,,,(lbob new) ,,,,"P2 Path;  50G - Detention Pond, 7376 122a St",,1001484804,,,,,,from 7387 123 St entrance to 123 St and 73a Ave e*,Parks,Concrete,"50G - Detention Pond, 7376 122a St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1815,,,,,(lbob new) ,,,,"P3 Path; 50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",,1001484811,,,,,,from P8 to Serpentine Greenway,Parks,Asphalt,"50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1816,,,,,(lbob new) ,,,,"P1 Path; East View Trail, 7648 125 St",,1001484818,,,,,,from 125 St & 76a Ave entrance to forest edge,Parks,Limestone,"East View Trail, 7648 125 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1817,,,,,(lbob new) ,,,,"P1 Path; 44H - Walkway, 8150 154b St",,1001484833,,,,,,from 154b St to school grounds,Parks,Concrete,"44H - Walkway, 8150 154b St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1818,,,,,(lbob new) ,,,,"P1 Path; 43V - Greenbelt, 15177 81 Ave",,1001484834,,,,,,from 81 Ave to forest edge,Parks,Limestone,"43V - Greenbelt, 15177 81 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,1.5,2009
1819,,,,,(lbob new) ,,,,"P1 Path; Maple Park, 14939 84 Ave",,1001484835,,,,,,from 84 Ave to school parking lot,Parks,Asphalt,"Maple Park, 14939 84 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1820,,,,,(lbob new) ,,,,"P5 Path; Aspen Park - 71L, 13380 - 59B Ave",,1001485091,,,,,,from entrance at 13435 59 Ave,Parks,Concrete,"Aspen Park - 71L, 13380 59B Ave",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
1821,,,,,(lbob new) ,,,,"P3 Path; Senator Reid Park - 71H, 6115 - 136 St",,1001485464,,,,,,From Sportsfield to school site towards 135 St en*,Parks,Limestone,"Senator Reid Park, 6115 136 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1822,,,,,(lbob new) ,,,,"P4 Path; Tamanawis Park, 12515 64 Ave",,1001485093,,,,,,from north side of parking lot to synthetic field,Parks,Asphalt,"Tamanawis Park, 12515 64 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
1823,,,,,(lbob new) ,Recreation,,,"T2 Trail; 63E - Greenbelt, 6958 150 St",,1001485377,,,,,,from 151a St to T1,Parks,Gravel,"63E - Greenbelt, 6958 150 St",Park,Parks,Parks,Surrey,,,B2,,,,T2,Nature Trail,In Service,No,,1.5,2009
1824,,,,,(lbob new) ,Recreation,,,T2 Trail;  Robertson Drive Park 12730 92 Ave,,1001485386,,,,,,Northwest corner of forest to basketball court,Parks,Limestone,"Robertson Drive Park, 12730 92 Ave",Park,Parks,Parks,Surrey,,,B1,,,,T2,Nature Trail,In Service,No,,1.3,2009
1825,,,,,(lbob new) ,,,,"T1 Trail;  Sunrise Ridge Park - 78H, 18725 58 Ave",,1001485401,,,,,,59 Ave to school,Parks,Gravel,"Sunrise Ridge Park, 18725 58 Ave",Park,Parks,Parks,Surrey,,,A,,,,T1,Vehicle Access,In Service,No,,2.5,2009
1826,,,,,(lbob new) ,,,,"P1 Path; Panorama Heights Park, 6181 131A St",,1001485419,,,,,,from entrance at 6224 130b St to forest edge,Parks,Concrete,"Panorama Heights Park, 6181 131A St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1827,,,,,(lbob new) ,,,,"P3 Path; 33A - Utility ROW, 14904 - 95 Ave",,1001485429,,,,,,between N & S segments of P2,Parks,Asphalt,"33A - Utility ROW, 14904 95 Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1828,,,,,(lbob new) ,,,,"P1 Path; Bonaccord Park, 14962 - 98 Ave",,1001485434,,,,,,Throughout Park,Parks,Asphalt,"Bonaccord Park, 14962 98 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1829,,,,,(lbob new) ,,,,"P2 Path; Clayton Dog-Off-Leash Park, 7011 188 St",,1001485441,,,,,,throughout large dog area,Parks,Asphalt,"Clayton Dog-Off-Leash Park, 7011 188 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,1.5,2009
1830,,,,,(lbob new) ,,,,"P1 Path; West Fraser Heights Park - 14C, 10701 - 158 St",,1001485567,,,,,,northern entrance off 158 St to forest edge,Parks,Limestone,"West Fraser Heights Park, 10701 158 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1831,,,,,(lbob new) ,,,,"P3 Path; J.R. Douglas Park, 10885 - 162B St",,1001485570,,,,,,from 162a St entrance to forest edge,Parks,Concrete,"J.R. Douglas Park, 10885 162B St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1832,,,,,(lbob new) ,,,,"P2 Path; Fraser Heights Park, 10588 160 St",,1001485573,,,,,,from 10621 Glenwood Dr to forest edge,Parks,Asphalt,"Fraser Heights Park, 10588 160 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1833,,,,,(lbob new) ,,,,"P3 Path; 22D - Utility ROW, 13931 100 Ave",,1001485576,,,,,,from P2 to 100a Ave,Parks,Gravel,"22D - Utility ROW, 13931 100 Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1834,,,,,(lbob new) ,,,,"P6 Path; Sunnyside Park, 15455 - 26 Ave",,1001485580,,,,,,around playground,Parks,Asphalt,"Sunnyside Park, 15455 26 Ave",Park,Parks,Parks,Surrey,,,,,,,P6,General Access and Recreation,In Service,No,,,2009
1835,,,,,(lbob new) ,,,,"P4 Path; Sunnyside Park, 15455 - 26 Ave",,1001485581,,,,,,from diamond 5 to forest edge and from forest edg*,Parks,Gravel,"Sunnyside Park, 15455 26 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,2,2009
1836,,,,,(lbob new) ,,,,"P1 Path; 21C - Tot-Lot, 9652 - 129 St",,1001485611,,,,,,"Running To 129 St,129A St & 96A Ave",Parks,Asphalt,"21C - Tot-Lot, 9652 129 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1837,,,,,(lbob new) ,,,,"P25 Path; Bear Creek Park, 13750 88 Ave",,1001485625,,,,,,from P13 to picnic shelter area,Parks,Asphalt,"Bear Creek Park, 13750 88 Ave",Park,Parks,Parks,Surrey,,,,,,,P25,General Access and Recreation,In Service,No,,,2009
1838,,,,,(lbob new) ,,,,"P5 Path; Pioneer Park, 6572 - 133 St",,1001485665,,,,,,from 133 St to P1 & P5,Parks,Concrete,"Pioneer Park, 6572 133 St",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
1839,,,,,(lbob new) ,,,,"P3 Path; Shannon Park, 7312 192a St",,1001485670,,,,,,from NW corner to NE corner,Parks,Concrete,"Shannon Park, 7312 192a St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1840,,,,,(lbob new) ,,,,"P6 Path; 34A - Utility ROW, 15472 - 95A Ave",,1001485267,,,,,,from 15416 95a Ave to Green Timbers Greenway,Parks,Asphalt,"34A - Utility ROW, 15472 95A Ave",Park,Parks,Parks,Surrey,,,,,,,P6,General Access and Recreation,In Service,No,,,2009
1841,,,,,(lbob new) ,,,,"P1 Path; 23J - Greenbelt, 14978 - 96A Ave",,1001485477,,,,,,fom 96a Ave to lane,Parks,Asphalt,"23J - Greenbelt, 14978 96A Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1842,,,,,(lbob new) ,,,,"P2 Path; Goldstone Park, 5850 146 St",,1001485488,,,,,,around perimeter of sportfields,Parks,Asphalt,"Goldstone Park, 5850 146 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1843,,,,,(lbob new) ,,,,"P1 Path; 73D - Greenbelt, 14482 - 57 Ave",,1001485506,,,,,,throughout site,Parks,Asphalt,"73D - Greenbelt, 14482 57 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1844,,,,,(lbob new) ,,,,"P1 Path; Sullivan Elementary School Park, 15285 Kildare Dr",,1001485513,,,,,,At W. End Of Site,Parks,Asphalt,"Sullivan Elementary School Park, 15285 Kildare Dr",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1845,,,,,(lbob new) ,,,,"P3 Path; Bob Rutledge Park, 5424 - 148 St",,1001485514,,,,,,around perimetre of playground,Parks,Asphalt,"Bob Rutledge Park, 5448 148 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1846,,,,,(lbob new) ,,,,"P1 Path; Kettle Crescent Park, 15434 Kildare Dr",,1001485515,,,,,,thru site,Parks,Asphalt,"Kettle Crescent Park, 15434 Kildare Dr",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
1847,,,,,(lbob new) ,,,,"P3 Path; Sullivan Park, 6272 - 152 St",,1001485517,,,,,,from P1 at E end of playground throughout eastern*,Parks,Limestone,"Sullivan Park, 6272 152 St",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1848,,,,,(lbob new) ,,,,"Bridge #8 - Wood; Bear Creek Park, 13750 - 88 Ave",0707-000000018,1001486201,,,,,,"over creek near south side of formal garden, west bridge",Parks,Wooden,"Bear Creek Park, 13750 - 88 Ave",,Parks,,,,,,,,,8,Pedestrian Bridge,History,,,,
1849,,,,,(lbob new) ,,,,"Bridge #2 - Concrete; Bear Creek Park, 13750 - 88 Ave",0707-000000101,1001486205,,,,,,Over Bear Crk-West of pavillion,Parks,Concrete,"Bear Creek Park, 13750 - 88 Ave",,Parks,,,,,,,,,2,Pedestrian Bridge,History,,,,
1850,,,,,(lbob new) ,Nature Trail,,,"T2 Trail; Mound Farm Park, 5288 168 St",,1001484837,,,,,,small loop off northeast corner of T1,Parks,Limestone,"Mound Farm Park, 5288 168 St",Park,Parks,Parks,Surrey,,,C,,,,T2,Nature Trail,In Service,No,,2,2009
1851,,,,,(lbob new) Others spur soffof trail,Nature Trail,,,"T8 Trail; Fleetwood Park, 15802 80 Ave",,1001484838,,,,,,"From north end of T4 pathway, connecting to path *",Parks,Dirt,"Fleetwood Park, 15802 80 Ave",Park,Parks,Parks,Surrey,,,C,,,,T8,Nature Trail,In Service,No,,1,2009
1852,,,,,(lbob new) blue paint marking trail in north (mountain bikers),Nature Trail,,,"T28 Trail; Sunnyside Acres Urban Forest Park, 2598 - 144 St",,1001484839,,,,,,"South from T16 in north of north section, linking*",Parks,Dirt,"Sunnyside Acres Urban Forest Park, 2598 144 St",Land,Parks,Parks,Surrey,,,C,,,,T28,Nature Trail,In Service,No,,0.4,2009
1853,,,,,(lbob new) ,,,,"P1 Path; Abbey Glen Park, 17189 103 Ave",,1001485775,,,,,,from 102a Ave to 103 Ave,Parks,Asphalt,"Abbey Glen Park, 17189 103 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1854,,,,,(lbob new) ,,,,"P1 Path; Bothwell Elementary School Park, 10148 170A St",,1001485776,,,,,,from 170a St to W end of All-Weather field,Parks,Limestone,"Bothwell Elementary School Park, 10148 170A St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1855,,,,,(lbob new) ,,,,"P4 Path; Semiahmoo Trail - 123A, 15109 23A Ave",,1001485782,,,,,,from 22 Ave to forest edge,Parks,Asphalt,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
1856,,,,,(lbob new) ,,,,"P1 Path;  Alderwood Park, 1761 Lilac Dr",,1001485788,,,,,,from entrance at McBeth and Lilac to townhouse pr*,Parks,Asphalt,"Alderwood Park, 1761 Lilac Dr",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1857,,,,,(lbob new) ,,,,"P1 Path; 72A - Greenbelt, 13731 - 63A Ave",,1001485466,,,,,,At 63A Ave Entrance,Parks,Asphalt,"72A - Greenbelt, 13731 63A Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1858,,,,,(lbob new) ,,,,"P2 Path; 73C - Greenbelt, 14485 57 Ave",,1001485470,,,,,,from 58 Ave to grass edge,Parks,Concrete,"73C - Greenbelt, 14485 57 Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1859,,,,,(lbob new) Chickadee Loop Trail,Recreation,,,"T5 Trail; Sunnyside Acres Urban Forest Park, 2598 - 144 St",,1001484617,,,,,,Bottom half of main loop w/in section north of 24*,Parks,Gravel,"Sunnyside Acres Urban Forest Park, 2598 144 St",Land,Parks,Parks,Surrey,,,A,,,,T5,Nature Trail,In Service,No,,1.7,2009
1860,,,,,(lbob new) ,Recreation,,,"T2 Trail; Guy Richardson Park, 16940 Friesian Dr",,1001484626,,,,,,From lane b/w 16818 and 16828 in north joining w/*,Parks,Gravel,"Guy Richardson Park, 16940 Friesian Dr",Park,Parks,Parks,Surrey,,,B1,,,,T2,Nature Trail,In Service,No,,1.7,2009
1861,,,,,(lbob new) ,Recreation,,,"T6 Trail;  Semiahmoo Trail Park, 3065 Semiahmoo Trail",,1001484646,,,,,,Part of loop in park middle,Parks,Gravel,"Semiahmoo Trail Park, 3065 Semiahmoo Trail",Park,Parks,Parks,Surrey,,,B2,,,,T6,Nature Trail,In Service,No,,1.8,2009
1862,,,,,(lbob new) Grass encroachment,Recreation,,,"T6 Trail;  Sunnyside Lawn Cemetery, 14850 - 28 Ave",,1001484654,,,,,,"From T5, heading west towards 148 St",Parks,Gravel,"Sunnyside Lawn Cemetery, 14850 - 28 Ave",Cemetery,Parks,Parks,Surrey,,,A,,,,T6,Nature Trail,In Service,No,,1.8,2009
1863,,,,,(lbob new) ,Recreation,,,"T9 Trail; Bridlewood Park, 2144 134 St",,1001484661,,,,,,Access from 133 St.,Parks,Gravel,"Bridlewood Park, 2144 134 St",Park,Parks,Parks,Surrey,,,A,,,,T9,Nature Trail,In Service,No,,,2009
1864,,,,,(lbob new) ,Recreation,,,"T4 Trail; Elgin Estates Park, 3102 142 St",,1001484671,,,,,,Detention pond area in south to walkway on 141 St.,Parks,Gravel,"Elgin Estates Park, 3102 142 St",Park,Parks,Parks,Surrey,,,B2,,,,T4,Nature Trail,In Service,No,,1.4000000000000001,2009
1865,,,,,(lbob new) ,Recreation,,,"T2 Trail; 131B - Greenbelt, 13391 14A Ave",,1001484680,,,,,,From walkway in east to T1,Parks,Gravel,"131B - Greenbelt, 13391 14A Ave",Park,Parks,Parks,Surrey,,,B1,,,,T2,Nature Trail,In Service,No,,2.3000000000000003,2009
1866,,,,,(lbob new) ,Recreation,,,"T5 Trail; Fun Fun Park, 1472 128 St",,1001484684,,,,,,T4 to passive grass area near picnic table,Parks,Mulch,"Fun Fun Park, 1472 128 St",Park,Parks,Parks,Surrey,,,B1,,,,T5,Nature Trail,In Service,No,,1,2009
1867,,,,,(lbob new) ,Recreation,,,"T1 Trail;  West Fraser Heights Park - 14C, 10701 158 St",,1001484686,,,,,,Loop from 158 St through forest and back to 158 St,Parks,Gravel,"West Fraser Heights Park, 10701 158 St",Park,Parks,Parks,Surrey,,,B1,,,,T1,Nature Trail,In Service,No,,2.2,2009
1868,,,,,(lbob new) ,,,,"P8 Path; 50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",,1001484810,,,,,,from 126a St (both entrances at 79 Ave) to P3,Parks,Concrete,"50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,No,,,2009
1869,,,,,(lbob new) ,,,,"P16 Path; Bear Creek Park, 13750 - 88 Ave",,1001486296,,,,,,"from caretakers, through gardens to north parking*",Parks,Asphalt,"Bear Creek Park, 13750 88 Ave",Park,Parks,Parks,Surrey,,,,,,,P16,Vehicle Access,In Service,No,,,2009
1870,,,,,(lbob new) ,,,,"P2 Path; Betty Huff Park, 13105 - Huntley Ave",,1001484879,,,,,,from P1 to school grounds,Parks,Limestone,"Betty Huff Park, 13105 Huntley Ave",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1871,,,,,(lbob new) ,,,,"P1 Path; Morningside Park, 8229 150 St",,1001484904,,,,,,from 149 St to forest edge,Parks,Asphalt,"Morningside Park, 8229 150 St",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1872,,,,,,,,,"P6 Path; Frank Hurt Park, 13828 - 77 Ave",0710-000003264,1001744861,,,,,18,From N 138 St entrance to T4,Parks,Asphalt,"Frank Hurt Park, 13828 77 Ave",Park,Parks,Parks,,,,,,,,P6,General Access and Recreation,In Service,,,,
1873,,,,,,,,,"P8 Path; Frank Hurt Park, 13828 - 77 Ave",0710-000003268,1001744862,,,,,14,From T5 to P1,Parks,Asphalt,"Frank Hurt Park, 13828 77 Ave",Park,Parks,Parks,,,,,,,,P8,General Access and Recreation,In Service,,,,
1874,,,,,,,,,"P7 Path; Frank Hurt Park, 13828 - 77 Ave",0710-000003267,1001744863,,,,,10,From T4 to T2,Parks,Asphalt,"Frank Hurt Park, 13828 77 Ave",Park,Parks,Parks,,,,,,,,P7,General Access and Recreation,In Service,,,,
1875,,,Mountain Bike Intermediate,,(lbob new) ,,,,"T27 Trail; South Surrey Bike Park, 2200 148 St",,1001485069,,,,,,in bike park,Parks,,"South Surrey Bike Park, 2200 148 St",Park,Parks,Parks,Surrey,,,A,,,,T27,Off Road Bike Recreation Trail,In Service,No,,,2009
1876,,,,,Not maintained,Recreation,,,"T3 Trail; Dogwood Park, 13485 20 Ave",0710-000001310,1001744530,,,,,167,North end of T2 to T4,Parks,Gravel,"Dogwood Park, 13485 20 Ave",Park,Parks,Parks,,,,A,,,,T3,Nature Trail,Abandoned,,,1.8,
1877,,,,,Not maintained,Recreation,,,"T3 Trail; Dogwood Park, 13485 20 Ave",0710-000001310,1001744531,,,,,167,North end of T2 to T4,Parks,Gravel,"Dogwood Park, 13485 20 Ave",Park,Parks,Parks,,,,A,,,,T3,Nature Trail,Abandoned,,,1.8,
1878,,,,,(lbob new) ,,,,"P2 Path; Newton Athletic Park, 7395 - 128 St",,1001484820,,,,,,"from east of Field 4, along south side of fields,*",Parks,Asphalt,"Newton Athletic Park, 7395 128 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1879,,,,,(lbob new) ,,,,"P7 Path; Newton Athletic Park, 7395 - 128 St",,1001484824,,,,,,from 126a St to park,Parks,Concrete,"Newton Athletic Park, 7395 128 St",Park,Parks,Parks,Surrey,,,,,,,P7,General Access and Recreation,In Service,No,,,2009
1880,,,,,"(lbob new) Through right of way corridor, equestrian trail crossing at perpendicular",Nature Trail,,,"T5 Trail; Crescent Park, 2585 132 St",,1001484840,,,,,,from 132 St to T19,Parks,,"Crescent Park, 2585 132 St",Park,Parks,Parks,Surrey,,,C,,,,T5,Nature Trail,In Service,No,,,2009
1881,,,,,(lbob new) Trillium Loop Trail,Nature Trail,,,"T165 Trail (Trillium Loop Trail); Green Timbers Urban Forest Park, 14698 96 Ave",,1001484843,,,,,,North portion of Trillium Loop Trail,Parks,Mulch,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,Parks,Parks,Surrey,,,C,,,,T165,Nature Trail,In Service,No,,,2009
1882,,,,,(lbob new) ,,,,"P1 Path; Parkwood Village Park, 12901 - 73 Ave",,1001484853,,,,,,from 73 Ave entrance to P3,Parks,Asphalt,"Parkwood Village Park, 12901 73 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1883,,,,,(lbob new) ,,,,"P4 Path;  Chimney Heights Park, 14677 74 Ave",,1001484856,,,,,,from 146b St to P1,Parks,Concrete,"Chimney Heights Park, 14677 74 Ave",Park,Parks,Parks,Surrey,,,,,,,P4,General Access and Recreation,In Service,No,,,2009
1884,,,,,(lbob new) ,,,,"P2 Path; Bailey Crescent Park, 11600 - Bailey Cres",,1001484859,,,,,,from River Rd to P1,Parks,Limestone,"Bailey Crescent Park, 11600 Bailey Cres",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1885,,,,,(lbob new) ,,,,"P8 Path; Newton Athletic Park, 7395 - 128 St",,1001484860,,,,,,from 127 St to park,Parks,Concrete,"Newton Athletic Park, 7395 128 St",Park,Parks,Parks,Surrey,,,,,,,P8,General Access and Recreation,In Service,No,,,2009
1886,,,,,(lbob new) ,,,,"P2 Path; Princess Margaret Park, 7044 - 128 St",,1001484865,,,,,,from 129 St to forest edge,Parks,Asphalt,"Princess Margaret Park, 7044 128 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1887,,,,,(lbob new) ,,,,"P5 Path; Hjorth Road Park, 10275 148 St",,1001485802,,,,,,around synthetic field area,Parks,Asphalt,"Hjorth Road Park, 10275 148 St",Park,Parks,Parks,Surrey,,,,,,,P5,General Access and Recreation,In Service,No,,,2009
1888,,,,,(lbob new) ,,,,"P3 Path; Greenaway Park, 17905 60 Ave",,1001485808,,,,,,along N edge of parking lot,Parks,Asphalt,"Greenaway Park, 17905 60 Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
1889,,,,,(lbob new) ,,,,"P2 Path; Morningside Park, 8229 150 St",,1001484905,,,,,,throughout east portion of site to forest edges,Parks,Asphalt,"Morningside Park, 8229 150 St",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1890,,,,,(lbob new) ,,,,"P1 Path; 32O - Detention Pond, 14294 91 Ave",,1001484926,,,,,,from 142a St to 91 Ave,Parks,Concrete,"32O - Detention Pond, 14294 91 Ave",Park,Parks,Parks,Surrey,,,,,,,P1,General Access and Recreation,In Service,No,,,2009
1891,,,,,(lbob new) ,,,,"P2 Path; Kennedy Park, 9058 - Holt Rd = 120A St",,1001484927,,,,,,from 122b St and 123 St to forest edge,Parks,Asphalt,"Kennedy Park, 9058 Holt Rd",Park,Parks,Parks,Surrey,,,,,,,P2,General Access and Recreation,In Service,No,,,2009
1892,,,,,(lbob new) ,,,,"P3 Path; Bay Ridge Park, 14284 18a Ave",,1001485128,,,,,,along west & south sides of park,Parks,Limestone,"Bay Ridge Park, 14284 18a Ave",Park,Parks,Parks,Surrey,,,,,,,P3,General Access and Recreation,In Service,No,,,2009
