,AMANDA_ROWID,DESCRIPTION,PROJECT_NO,STATUS,WEBLINK
10567,1397321,"Rezoning from RA to CD (Based on RM-30), NCP Amendment from ""Townhouse 15 upa"" to ""Townhouse 25 upa"", Development Variance Permit to relax setbacks, and a Development Permit to permit thirty-eight (38) townhouses",18-0123-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0123
10568,1397330,Rezoning and Subdivision from 3 RF lots to 13 RF lots and 1 RF-13 lots; Development Variance Permit to reduce lot widths on proposed lots 9 and 10.,18-0124-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0124
10569,1397514,To rezone from RF to CD in order to develop an 18-storey tower with a 2-storey and 4-storey podium consisting of 157 units.,18-0125-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0125
10570,1397531,Rezoning from RF to RF-13 and Subdivision into 2 residential lots.,18-0126-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0126
10571,1397615,Development Permit for hazard lands (steep slope) and sensitive ecosystems (green infrastructure).,18-0127-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0127
10572,1397670,"Development Variance Permit to vary the maximum permitted floor area of a second storey to permit the construction of a new single family dwelling.
",18-0128-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0128
10573,1397700,Development Permit for sensitive ecosystem.,18-0129-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0129
10574,1397944,Development Permit in for Sensitive Ecosystems ,18-0130-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0130
10575,1398379,"Rezoning from RH to CD, NCP Amendment and Development Permit in order to construct twenty-one (21) dwelling units and 449.5 sq.m. of commercial space",18-0132-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0132
10576,1398570,Subdivision from one (1) to two (2) lots,18-0133-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0133
10577,1398645,"Rezoning from RA to CD, Consolidation from two (2) lots to one (1) lot, and a Development Permit in order to permit sixty (60) residential units, and 991.0 sq.m. of commercial space",18-0134-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0134
10578,1398710,The proposed building is a contemporary 3 storey commercial building containing a retail ground floor and two floors of offices above. DVP for reducing the East setback to 0m and the South setback to 1.5m. ,18-0135-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0135
10579,1398910,"Rezoning from RA to CD (based on RM-15), Development Variance Permit in order to relax streamside and building setbacks, and a Development Permit in order to permit the development of nineteen (19) townhouse units",18-0136-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0136
10580,1398940,Development Permit for Streamside and Flood Prone Area,18-0137-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0137
10581,1399035,To rezone from A-1 to CD (based on RM-10) and to subdivide 1 lot to 2 lots in order to develop 55 townhouses. ,18-0138-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0138
10582,1399110,Subdivision application to reconfigure 5 existing lots into 4 lots.  Development permit for two industrial buildings on new proposed lot B.,18-0139-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0139
10583,1399282,"Development Permit to permit interior and exterior renovations to a portion of the Semiahmoo Shopping Centre, including a sign design package with variances. ",18-0140-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0140
10584,1399479,"Rezoning from C-35 to CD(based on RMC-150) and Development Permit to construct a 35 storey tower with 4-storey podium with a total of 341 residential units and 1,914.45 sq.m. ground floor retail and a separate 3-storey 2,210.44 sq.m. commercial building.",18-0141-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0141
10585,1399570,Development Variance Permit to reduce the required amount of parking stalls ,18-0142-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0142
10586,1399673,"Development Variance Permit to defer the works and services requirement associated with a 2-lot subdivision in Campbell Heights.
",18-0144-00,Conditional Approval,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0144
10587,1400852,Development Permit for Ecosystem Plan ,18-0148-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0148
10588,1400865,"Rezoning from RF and C4 to C5; consolidation of 5 lots into 1; development permit to construct 2121.71 sq. meter building; and development variance permit to vary East setback from 7.5m to 4m, and West setback from 7.5m to 3.2m.",18-0149-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0149
10589,1400970,Subdivision from 1 RF lot into 2 RF lots. ,18-0150-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0150
10590,1401040,Development Variance Permit to vary the minimum 20% second storey offset requirement in order to permit construction of a single family dwelling.,18-0151-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0151
10591,1401183,Re-zoning from A2 to IB-1 and a Development Permit for construction of two storey industrial concrete tilt up building.,18-0152-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0152
10592,1401219,"Rezoning from RA to RM-30, Subdivision (Consolidation) from two (2) to one (1) lot, and a Development Permit in order to allow for the construction of fifty-four (54) townhouses ",18-0153-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0153
10593,1401313,Subdivision from one (1) RH-G lot into three (3) RH-G lots.,18-0154-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0154
10594,1401325,To rezone from RA to CD (based on RM-30) in order to develop 67 townhouses. NCP Amendment from Single Family to Mutli-Family. Development Permit for Hazard Lands.,18-0155-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0155
10595,1401325,To rezone from RA to CD (based on RM-30) in order to develop 67 townhouses. NCP Amendment from Single Family to Mutli-Family. Development Permit for Hazard Lands.,18-0155-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0155
10596,1401339,OCP Amendment from Mixed Employment to Commercial and Multiple Residential LAP Amendment for a portion of the site from Commercial/Business Park to Multiple Residential Rezoning from RA to CD to permit the development of a mixed use commercial and residential development.,18-0156-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0156
10597,1401355,Subdivision of one (1) lot into three (3) lots,18-0157-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0157
10598,1401414,Rezoning from RH to RF; Subdivision from 1 into 2 lots and Official Community Plan re-designation from Suburban to Urban.,18-0158-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0158
10599,1401458,Temporary Use Permit to allow the construction and use of a Home Store/Model Unit with twelve (12) parking stalls to be used for apartment sales,18-0159-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0159
10600,1401487,"Subdivision from 1 RF lot into 2 RF lots, Development Permit for sensitive ecosystems (GIN Corridor), and a  Development Variance Permit to vary depth on lot 2 and encroachment into the GIN Corridor. ",18-0160-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0160
10601,1401564,Development Permit for Sensitive Ecosystem.,18-0161-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0161
10602,1401569,"OCP Amendment from ""Suburban"" to ""Urban"" for the western portion of the site; Rezoning from RA to RQ and RF; Subdivision into 5 (2 RQ and 3 RF) single family lots. ",18-0162-00,Referrals,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0162
10603,1401574,"Rezoning from RA to PA-2 and PA-1 to PA-2; Consolidation of two (2) lots to one (1), NCP amendment (for 7342 144 Street) from multi-residential to institutional.",18-0163-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0163
10604,1401680,"OCP Amendment from ""Suburban"" to ""Urban"", LAP Amendment for a portion of the site from ""Low Density Townhouse (12-15 UPA)"" to ""Single Family Residential (4-6 UPA) and Urban Residential (8-10 UPA)"", Rezoning from RA to RC, RF, and RF-13; Subdivision of one (1) lot into fifty-five (55) single family lots, Development Permit for Steep Slope (Hazard Lands) and Sensitive Ecosystem and a Development Variance Permit to vary lot size.",18-0164-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0164
10605,1401725,Development Variance Permit to relax the setbacks and the basement access well location for a proposed single family dwelling on the lot,18-0165-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0165
10606,1401893,"Development Permit in order to permit the construction of a 10,530 sq. m. industrial building",18-0166-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0166
10607,1401960,Subdivision from 1 to 2 lots and Rezone RH to RQ ,18-0167-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0167
10608,1402017,Subdivision from 1 lot to 4 lots and Rezoning RA to RF-10  ,18-0168-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0168
10609,1402031,"Amend CD Bylaw No. 18794 to allow for an increased house size on eight (8) recently approved small suburban lots in Cloverdale.
",18-0169-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0169
10610,1402059,"Subdivision from one (1) to two (2) lots, Rezoning a portion of 5698 147 Street from CD to RH, and a Development Variance Permit to increase the maximum height of fence on the south property line",18-0170-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0170
10611,1402083,Rezoning from RA to RQ to permit subdivision of 1 lot into 7 lots.,18-0171-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0171
10612,1402141,"Development Variance Permit to reduce the minimum 400 metre (1,300 ft.) separation distance between a small-scale drug store and an existing drug store.
",18-0172-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0172
10613,1402352,Subdivision from 1 lot into 4 lots ,18-0173-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0173
10614,1402410,"Rezoning from RA to CD (based on RM-45); Neighbourhood Concept Plan Amendment to increase the density permitted in the South Newton NCP from Apartments 30 upa max to Apartments 1.5 FAR max, and a Development Permit in order to allow for construction of seventy (70) residential units",18-0174-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0174
10615,1402414,Rezoning from IA to RM-30; Development Permit to permit the construction of approximately 21 townhouse units and Development Variance Permit for setbacks.,18-0175-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0175
10616,1402416,"Rezoning from A-1 & RF to CD (based on RM-45), Subdivision from three (3) to two (2) lots, OCP Amendment from ""Urban"" to ""Multi-Residential"" and a Development Permit in order to permit the development of 484 residential units",18-0176-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0176
10617,1402494,Rezoning from RA to RF-13 to permit subdivision from 2 lots into 3 lots,18-0177-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0177
10618,1402577,Rezoning from RA to RF-10 to permit subdivision from 1 lot into 2 lots,18-0179-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0179
10619,1402627,"Rezoning from RF & C-5 to C-35, Consolidation from two (2) to one (1) lot, and a Development Permit in order to construct a six (6) storey office/retail building",18-0180-00,Initial Review,https://apps.surrey.ca/Online-Development-Inquiry/?year=18&seq=0180
